NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(�g),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(�g),Folic_Acid_(�g),Food_Folate_(�g),Folate_DFE_(�g),Choline_Tot_(mg),Vit_B12_(�g),Vit_A_IU,Vit_A_RAE,Retinol_(�g),Alpha_Carot_(�g),Beta_Carot_(�g),Beta_Crypt_(�g),Lycopene_(�g),Lut+Zea_(�g),Vit_E_(mg),Vit_D_�g,Vit_D_IU,Vit_K_(�g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct
8696,"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN,CINN ALMOND",5.67,347,7.4,2.9,2.79,81.19,9.2,31.29,47,7.8,106,252,449,373,2.7,,,,2,0.64,0.73,8.6,,0.86,172,,,,,3.0,909,,,,,,,,,1.8,73,,0.4,1.2,1.0,0,58,"1.25 cup,  (1 NLEA serving)",,,0
8697,"CEREALS RTE,KASHI ORGANIC PROMISE,RAISIN VINEYARD",8.5,342,8.69,0.8,2.09,79.9,5,23.39,24,2.09,50,119,294,279,0.89,,,,1,0.23,0.05,3.0,,0.15,1,,1,,,,6,,,,,,,,,,,,0.1,0.1,0.3,0,50,".75 Cup,  (1 NLEA serving)",,,0
8699,"CEREALS RTE,KELLOGG'S KRAVE SMORES",3.5,401,7.3,10.89,1.89,76.4,9.4,31.7,57,14.5,32,97,245,342,5.0,,,,48,1.21,1.37,16.1,,1.61,323,,,,,5.0,3333,,,,,,,,,3.3,133,,2.4,2.9,5.5,0,31,".75 Cup,  (1 NLEA serving)",,,0
8700,"CEREALS RTE,KELLOGG RAISIN BRAN W/ OMEGA-3 FROM FLAXSEED",5.69,349,7.3,2.5,1.79,82.69,9.6,31.29,39,8.5,96,235,262,355,2.79,,,,2,0.7,0.8,9.39,,0.93,189,,,,,3.0,943,,,,,,,,,1.9,75,,0.3,0.4,1.5,0,53,"1 Cup,  (1 NLEA serving)",,,0
8701,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K MULTI-GRAIN",3.0,364,7.59,1.29,1.5,86.59,9.6,20.7,36,29,63,200,250,606,1.7,,,,68,1.69,1.91,22.6,,2.25,452,,,,,7.0,2419,,,,,,,,,3.2,129,,0.3,0.1,0.69,0,31,"1 Cup,  (1 NLEA serving)",,,0
8706,"CEREALS RTE,KELLOGG SCOOBY-DOO! CRL",2.29,376,8.6,4.09,1,84,9.8,18.5,22,28.1,84,193,289,344,5.0,,,,47,1.16,1.33,15.6,,1.55,625,,,,,5.0,1667,,,,,,,,,3.3,133,,0.6,1.6,1.7,0,32,"1 Cup,  (1 NLEA serving)",,,0
8708,"CEREALS RTE,KELLOGG'S FRSTD MINI-WHTS TCH FRT IN MDLE,RASN",6.3,343,9.1,1.6,0.9,82.1,10.8,17.2,32,29.5,86,364,433,3,2.7,,,,0,0.68,0.76,9.1,,0.91,364,,,,,3.0,5,,,,,,,,,,,,0.4,0.3,0.89,0,55,"24 Biscuits,  (1 NLEA serving)",,,0
8712,"CEREALS RTE,KELLOGG,KELLOGG'S RAISIN BRAN W/ CRANBERRIES",6.0,344,6.9,1.5,1.39,84.19,9.2,30.29,39,7.59,106,259,350,361,2.5,,,,0,0.63,0.72,8.5,,0.85,169,,,,,2.5,2119,,,,,,,,,1.7,68,,0.3,0.2,0.8,0,59,"1.25 Cups,  (1 NLEA serving)",,,0
9003,"APPLES,RAW,WITH SKIN",85.56,52,0.26,0.17,0.19,13.81,2.4,10.39,6,0.12,5,11,107,1,0.04,0.027,0.035,0,4.6,0.017,0.026,0.091,0.061,0.041,3,0,3,3,3.4,0.0,54,3,0,0,27,11,0,29,0.18,0,0,2.2,0.028,0.007,0.051,0,125,"1 cup, quartered or chopped",109,"1 cup, slices",10
9004,"APPLES,RAW,WITHOUT SKIN",86.67,48,0.27,0.13,0.17,12.76,1.3,10.1,5,0.07,4,11,90,0,0.05,0.031,0.038,0,4,0.019,0.028,0.091,0.071,0.037,0,0,0,0,3.4,0.0,38,2,0,0,17,13,0,18,0.05,0,0,0.6,0.021,0.005,0.037,0,110,"1 cup, slices",216,"1 large,  (3-1/4"" dia)",23
9021,"APRICOTS,RAW",86.35,48,1.4,0.39,0.75,11.12,2,9.24,13,0.39,10,23,259,1,0.2,0.078,0.077,0.1,10,0.03,0.04,0.6,0.24,0.054,9,0,9,9,2.8,0.0,1926,96,0,19,1094,104,0,89,0.89,0,0,3.3,0.027,0.17,0.077,0,155,"1 cup,  halves",165,"1 cup, sliced",7
9037,"AVOCADOS,RAW,ALL COMM VAR",73.23,160,2.0,14.66,1.58,8.53,6.7,0.66,12,0.55,29,52,485,7,0.64,0.19,0.142,0.4,10,0.067,0.13,1.738,1.389,0.257,81,0,81,81,14.2,0.0,146,7,0,24,62,28,0,271,2.07,0,0,21,2.126,9.799,1.816,0,150,"1 cup, cubes",230,"1 cup, pureed",26
9038,"AVOCADOS,RAW,CALIFORNIA",72.33,167,1.96,15.41,1.66,8.64,6.8,0.3,13,0.61,29,54,507,8,0.68,0.17,0.149,0.4,8.8,0.075,0.143,1.912,1.463,0.287,89,0,89,89,14.2,0.0,147,7,0,24,63,27,0,271,1.97,0,0,21,2.126,9.799,1.816,0,230,"1 cup, pureed",136,"1 fruit, without skin and seed",33
9039,"AVOCADOS,RAW,FLORIDA",78.81,120,2.23,10.06,1.08,7.82,5.6,2.42,10,0.17,24,40,351,2,0.4,0.311,0.095,,17.4,0.021,0.053,0.672,0.931,0.078,35,0,35,35,,0.0,140,7,0,27,53,36,,,2.66,0,0,,1.96,5.513,1.676,0,230,"1 cup, pureed",304,"1 fruit, without skin and seeds",33
9040,"BANANAS,RAW",74.91,89,1.09,0.33,0.82,22.84,2.6,12.23,5,0.26,27,22,358,1,0.15,0.078,0.27,1,8.7,0.031,0.073,0.665,0.334,0.367,20,0,20,20,9.8,0.0,64,3,0,25,26,0,0,22,0.1,0,0,0.5,0.112,0.032,0.073,0,225,"1 cup, mashed",150,"1 cup, sliced",36
9042,"BLACKBERRIES,RAW",88.15,43,1.39,0.49,0.37,9.61,5.3,4.88,29,0.62,20,22,162,1,0.53,0.165,0.646,0.4,21,0.02,0.026,0.646,0.276,0.03,25,0,25,25,8.5,0.0,214,11,0,0,128,0,0,118,1.17,0,0,19.8,0.014,0.047,0.28,0,144,1 cup,,,4
9050,"BLUEBERRIES,RAW",84.21,57,0.74,0.33,0.24,14.49,2.4,9.96,6,0.28,6,12,77,1,0.16,0.057,0.336,0.1,9.7,0.037,0.041,0.418,0.124,0.052,6,0,6,6,6,0.0,54,3,0,0,32,0,0,80,0.57,0,0,19.3,0.028,0.047,0.146,0,148,1 cup,68,50 berries,5
9063,"CHERRIES,SOUR,RED,RAW",86.13,50,1.0,0.3,0.4,12.18,1.6,8.49,16,0.32,9,15,173,3,0.1,0.104,0.112,0,10,0.03,0.04,0.4,0.143,0.044,8,0,8,8,6.1,0.0,1283,64,0,0,770,0,0,85,0.07,0,0,2.1,0.068,0.082,0.09,0,155,"1 cup, without pits",103,"1 cup, with pits yields",10
9070,"CHERRIES,SWEET,RAW",82.25,63,1.06,0.2,0.48,16.01,2.1,12.82,13,0.36,11,21,222,0,0.07,0.06,0.07,0,7,0.027,0.033,0.154,0.199,0.049,4,0,4,4,6.1,0.0,64,3,0,0,38,0,0,85,0.07,0,0,2.1,0.038,0.047,0.052,0,138,"1 cup, with pits yields",154,"1 cup, without pits",8
9078,"CRANBERRIES,RAW",87.32,46,0.46,0.13,0.12,11.97,3.6,4.27,8,0.23,6,11,80,2,0.09,0.056,0.267,0.1,14,0.012,0.02,0.101,0.295,0.057,1,0,1,1,5.5,0.0,63,3,0,0,38,0,0,91,1.32,0,0,5,0.008,0.018,0.055,0,110,"1 cup, chopped",100,"1 cup, whole",2
9083,"CURRANTS,EUROPEAN BLACK,RAW",81.96,63,1.4,0.41,0.86,15.38,,,55,1.54,24,59,322,2,0.27,0.086,0.256,,181,0.05,0.05,0.3,0.398,0.066,,,,,,0.0,230,12,0,,,,,,1,,,,0.034,0.058,0.179,0,112,1 cup,,,2
9084,"CURRANTS,RED&WHITE,RAW",83.95,56,1.4,0.2,0.66,13.8,4.3,7.37,33,1,13,44,275,1,0.23,0.107,0.186,0.6,41,0.04,0.05,0.1,0.064,0.07,8,0,8,8,7.6,0.0,42,2,0,0,25,0,0,47,0.1,0,0,11,0.017,0.028,0.088,0,112,1 cup,,,2
9087,"DATES,DEGLET NOOR",20.53,282,2.45,0.39,1.6,75.03,8,63.35,39,1.02,43,62,656,2,0.29,0.206,0.262,3,0.4,0.052,0.066,1.274,0.589,0.165,19,0,19,19,6.3,0.0,10,0,0,0,6,0,0,75,0.05,0,0,2.7,0.032,0.036,0.019,0,147,"1 cup, chopped",7.1,"1 date, pitted",10
9089,"FIGS,RAW",79.11,74,0.75,0.3,0.66,19.18,2.9,16.26,35,0.37,17,14,232,1,0.15,0.07,0.128,0.2,2,0.06,0.05,0.4,0.3,0.113,6,0,6,6,4.7,0.0,142,7,0,0,85,0,0,9,0.11,0,0,4.7,0.06,0.066,0.144,0,64,"1 large,  (2-1/2"" dia)",50,"1 medium,  (2-1/4"" dia)",1
9111,"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",90.89,32,0.63,0.1,0.31,8.08,1.1,6.98,12,0.09,8,8,139,0,0.07,0.047,0.012,0.3,34.4,0.036,0.02,0.25,0.283,0.042,10,0,10,10,7.7,0.0,927,46,0,4,552,6,1135,6,0.13,0,0,0,0.014,0.013,0.024,0,230,"1 cup, sections with juice",166,".5 large,  (approx 4-1/2"" dia)",50
9112,"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",88.06,42,0.77,0.14,0.36,10.66,1.6,6.89,22,0.08,9,18,135,0,0.07,0.032,0.022,0.1,31.2,0.043,0.031,0.204,0.262,0.053,13,0,13,13,7.7,0.0,1150,58,0,3,686,6,1419,5,0.13,0,0,0,0.021,0.02,0.036,0,230,"1 cup, sections with juice",123,".5 fruit,  (3-3/4"" dia)",49
9113,"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",89.31,37,0.5,0.1,0.4,9.69,,,11,0.08,9,12,147,1,0.07,0.032,0.02,,38.1,0.034,0.02,0.191,0.283,0.042,12,0,12,12,,0.0,259,13,0,,,,,,,0,0,,0.014,0.013,0.024,0,230,"1 cup, sections with juice",123,".5 fruit,  (3-3/4"" dia)",49
9114,"GRAPEFRUIT,RAW,PINK & RED,FLORIDA",91.56,30,0.55,0.1,0.29,7.5,1.1,,15,0.12,8,9,127,0,0.07,0.044,0.01,1.4,37,0.04,0.02,0.2,0.283,0.042,9,0,9,9,,0.0,259,13,0,,,,,,,0,0,,0.014,0.013,0.024,0,230,"1 cup, sections with juice",123,".5 fruit,  (3-3/4"" dia)",49
9116,"GRAPEFRUIT,RAW,WHITE,ALL AREAS",90.48,33,0.69,0.1,0.33,8.41,1.1,7.31,12,0.06,9,8,148,0,0.07,0.05,0.013,1.4,33.3,0.037,0.02,0.269,0.283,0.043,10,0,10,10,7.7,0.0,33,2,0,8,14,3,0,10,0.13,0,0,0,0.014,0.013,0.024,0,230,"1 cup, sections with juice",118,".5 fruit,  (3-3/4"" dia)",51
9117,"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",89.58,37,0.88,0.1,0.35,9.09,,,12,0.08,9,12,143,0,0.07,0.032,0.02,,33.3,0.037,0.02,0.269,0.283,0.043,12,0,12,12,,0.0,10,0,0,,,,,,,0,0,,0.014,0.013,0.024,0,230,"1 cup, sections with juice",118,".5 fruit,  (3-3/4"" dia)",51
9118,"GRAPEFRUIT,RAW,WHITE,FLORIDA",90.76,32,0.63,0.1,0.32,8.19,,,15,0.05,9,7,150,0,0.07,0.056,0.011,,37,0.04,0.02,0.2,0.283,0.043,9,0,9,9,,0.0,10,0,0,,,,,,,0,0,,0.014,0.013,0.024,0,230,"1 cup, sections with juice",118,".5 fruit,  (3-3/4"" dia)",51
9148,"KIWIFRUIT,GRN,RAW",83.07,61,1.14,0.52,0.61,14.66,3,8.99,34,0.31,17,34,312,3,0.14,0.13,0.098,0.2,92.7,0.027,0.025,0.341,0.183,0.063,25,0,25,25,7.8,0.0,87,4,0,0,52,0,0,122,1.46,0,0,40.3,0.029,0.047,0.287,0,180,"1 cup, sliced",69,"1 fruit,  (2"" dia)",24
9159,"LIMES,RAW",88.26,30,0.7,0.2,0.3,10.54,2.8,1.69,33,0.6,6,18,102,2,0.11,0.065,0.008,0.4,29.1,0.03,0.02,0.2,0.217,0.043,8,0,8,8,5.1,0.0,50,2,0,0,30,0,0,0,0.22,0,0,0.6,0.022,0.019,0.055,0,67,"1 fruit,  (2"" dia)",67,1 NLEA serving,16
9176,"MANGOS,RAW",83.46,60,0.82,0.38,0.36,14.98,1.6,13.66,11,0.16,10,14,168,1,0.09,0.111,0.063,0.6,36.4,0.028,0.038,0.669,0.197,0.119,43,0,43,43,7.6,0.0,1082,54,0,9,640,10,3,23,0.9,0,0,4.2,0.092,0.14,0.071,0,165,"1 cup, pieces",336,"1 fruit, without refuse",29
9181,"MELONS,CANTALOUPE,RAW",90.15,34,0.84,0.19,0.65,8.16,0.9,7.86,9,0.21,12,15,267,16,0.18,0.041,0.041,0.4,36.7,0.041,0.019,0.734,0.105,0.072,21,0,21,21,7.6,0.0,3382,169,0,16,2020,1,0,26,0.05,0,0,2.5,0.051,0.003,0.081,0,177,"1 cup, balls",160,"1 cup, cubes",49
9183,"MELONS,CASABA,RAW",91.85,28,1.11,0.1,0.36,6.58,0.9,5.69,11,0.34,11,5,182,9,0.07,0.06,0.035,0.4,21.8,0.015,0.031,0.232,0.084,0.163,8,0,8,8,7.6,0.0,0,0,0,0,0,0,0,26,0.05,0,0,2.5,0.025,0.002,0.039,0,170,"1 cup, cubes",1640,1 melon,40
9184,"MELONS,HONEYDEW,RAW",89.82,36,0.54,0.14,0.41,9.09,0.8,8.12,6,0.17,10,11,228,18,0.09,0.024,0.027,0.7,18,0.038,0.012,0.418,0.155,0.088,19,0,19,19,7.6,0.0,50,3,0,0,30,0,0,27,0.02,0,0,2.9,0.038,0.003,0.059,0,170,"1 cup, diced (approx 20 pieces per cup)",177,"1 cup, balls",54
9191,"NECTARINES,RAW",87.59,44,1.06,0.32,0.48,10.55,1.7,7.89,6,0.28,9,26,201,0,0.17,0.086,0.054,0,5.4,0.034,0.027,1.125,0.185,0.025,5,0,5,5,6.2,0.0,332,17,0,0,150,98,0,130,0.77,0,0,2.2,0.025,0.088,0.113,0,143,"1 cup, slices",129,"1 small,  (2-1/3"" dia)",9
9200,"ORANGES,RAW,ALL COMM VAR",86.75,47,0.94,0.12,0.44,11.75,2.4,9.35,40,0.1,10,14,181,0,0.07,0.045,0.025,0.5,53.2,0.087,0.04,0.282,0.25,0.06,30,0,30,30,8.4,0.0,225,11,0,11,71,116,0,129,0.18,0,0,0,0.015,0.023,0.025,0,180,"1 cup, sections",184,"1 large,  (3-1/16"" dia)",27
9201,"ORANGES,RAW,CALIFORNIA,VALENCIAS",86.34,49,1.04,0.3,0.42,11.89,2.5,,40,0.09,10,17,179,0,0.06,0.037,0.023,,48.5,0.087,0.04,0.274,0.25,0.063,39,0,39,39,,0.0,230,12,0,,,,,,,0,0,,0.035,0.055,0.06,0,180,"1 cup, sections without membranes",121,"1 fruit,  (2-5/8"" dia)",25
9202,"ORANGES,RAW,NAVELS",85.97,49,0.91,0.15,0.43,12.54,2.2,8.5,43,0.13,11,23,166,1,0.08,0.039,0.029,0,59.1,0.068,0.051,0.425,0.261,0.079,34,0,34,34,8.4,0.0,247,12,0,7,87,116,0,129,0.15,0,0,0,0.017,0.03,0.031,0,165,"1 cup, sections without membranes",140,"1 fruit,  (2-7/8"" dia)",32
9203,"ORANGES,RAW,FLORIDA",87.14,46,0.7,0.21,0.41,11.54,2.4,9.14,43,0.09,10,12,169,0,0.08,0.039,0.024,0.5,45,0.1,0.04,0.4,0.25,0.051,17,0,17,17,8.4,0.0,225,11,0,11,71,116,0,129,0.18,0,0,0,0.025,0.039,0.042,0,185,"1 cup, sections without membranes",141,"1 fruit,  (2-5/8"" dia)",26
9218,"TANGERINES,(MANDARIN ORANGES),RAW",85.17,53,0.81,0.31,0.38,13.34,1.8,10.58,37,0.15,12,20,166,2,0.07,0.042,0.039,0.1,26.7,0.058,0.036,0.376,0.216,0.078,16,0,16,16,10.2,0.0,681,34,0,101,155,407,0,138,0.2,0,0,0,0.039,0.06,0.065,0,195,"1 cup, sections",76,"1 small,  (2-1/4"" dia)",26
9226,"PAPAYAS,RAW",88.06,43,0.47,0.26,0.39,10.82,1.7,7.82,20,0.25,21,10,182,8,0.08,0.045,0.04,0.6,60.9,0.023,0.027,0.357,0.191,0.038,37,0,37,37,6.1,0.0,950,47,0,2,274,589,1828,89,0.3,0,0,2.6,0.081,0.072,0.058,0,145,"1 cup, 1"" pieces",230,"1 cup, mashed",38
9231,"PASSION-FRUIT,(GRANADILLA),PURPLE,RAW",72.93,97,2.2,0.7,0.8,23.38,10.4,11.2,12,1.6,29,68,348,28,0.1,0.086,,0.6,30,0.0,0.13,1.5,,0.1,14,0,14,14,7.6,0.0,1272,64,0,0,743,41,0,0,0.02,0,0,0.7,0.059,0.086,0.411,0,236,1 cup,18,"1 fruit, without refuse",48
9252,"PEARS,RAW",83.96,57,0.36,0.14,0.32,15.23,3.1,9.75,9,0.18,7,12,116,1,0.1,0.082,0.048,0.1,4.3,0.012,0.026,0.161,0.049,0.029,7,0,7,7,5.1,0.0,25,1,0,1,14,2,0,44,0.12,0,0,4.4,0.022,0.084,0.094,0,140,"1 cup, slices",161,"1 cup, cubes",10
9263,"PERSIMMONS,JAPANESE,RAW",80.32,70,0.58,0.19,0.33,18.59,3.6,12.53,8,0.15,9,17,161,1,0.11,0.113,0.355,0.6,7.5,0.03,0.02,0.1,,0.1,8,0,8,8,7.6,0.0,1627,81,0,0,253,1447,159,834,0.73,0,0,2.6,0.02,0.037,0.043,0,168,"1 fruit,  (2-1/2"" dia)",,,16
9265,"PERSIMMONS,NATIVE,RAW",64.4,127,0.8,0.4,0.9,33.5,,,27,2.5,,26,310,1,,,,,66,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0,25,"1 fruit, without refuse",,,18
9266,"PINEAPPLE,RAW,ALL VAR",86.0,50,0.54,0.12,0.22,13.12,1.4,9.85,13,0.29,12,8,109,1,0.12,0.11,0.927,0.1,47.8,0.079,0.032,0.5,0.213,0.112,18,0,18,18,5.5,0.0,58,3,0,0,35,0,0,0,0.02,0,0,0.7,0.009,0.013,0.04,0,165,"1 cup, chunks",905,1 fruit,49
9277,"PLANTAINS,RAW",65.28,122,1.3,0.37,1.17,31.89,2.3,15,3,0.6,37,34,499,4,0.14,0.081,,1.5,18.4,0.052,0.054,0.686,0.26,0.299,22,0,22,22,13.5,0.0,1127,56,0,438,457,0,0,30,0.14,0,0,0.7,0.143,0.032,0.069,0,148,"1 cup, sliced",179,1 medium,35
9279,"PLUMS,RAW",87.23,46,0.7,0.28,0.37,11.42,1.4,9.92,6,0.17,7,16,157,0,0.1,0.057,0.052,0,9.5,0.028,0.026,0.417,0.135,0.029,5,0,5,5,1.9,0.0,345,17,0,0,190,35,0,73,0.26,0,0,6.4,0.017,0.134,0.044,0,165,"1 cup, sliced",66,"1 fruit,  (2-1/8"" dia)",6
9286,"POMEGRANATES,RAW",77.93,83,1.67,1.17,0.53,18.7,4,13.67,10,0.3,12,36,236,3,0.35,0.158,0.119,0.5,10.2,0.067,0.053,0.293,0.377,0.075,38,0,38,38,7.6,0.0,0,0,0,0,0,0,0,0,0.6,0,0,16.4,0.12,0.093,0.079,0,87,".5 cup, arils (seed/juice sacs)",282,"1 pomegranate,  (4"" dia)",44
9295,"PUMMELO,RAW",89.1,38,0.76,0.04,0.48,9.62,1,,4,0.11,6,17,216,1,0.08,0.048,0.017,,61,0.034,0.027,0.22,,0.036,,,,,,0.0,8,0,0,0,0,10,,,,,,,,,,0,190,"1 cup, sections",609,"1 fruit, without refuse",44
9297,"RAISINS,GOLDEN SEEDLESS",14.97,302,3.39,0.46,1.66,79.52,4,59.19,53,1.79,35,115,746,12,0.32,0.363,0.308,0.7,3.2,0.008,0.191,1.142,0.14,0.323,3,0,3,3,11.1,0.0,0,0,0,0,0,0,0,0,0.12,0,0,3.5,0.151,0.019,0.135,0,165,"1 cup,  packed",145,"1 cup,  (not packed)",0
9298,"RAISINS,SEEDLESS",15.43,299,3.07,0.46,1.85,79.18,3.7,59.19,50,1.88,32,101,749,11,0.22,0.318,0.299,0.6,2.3,0.106,0.125,0.766,0.095,0.174,5,0,5,5,11.1,0.0,0,0,0,0,0,0,0,0,0.12,0,0,3.5,0.058,0.051,0.037,0,165,"1 cup,  packed",145,"1 cup,  (not packed)",0
9299,"RAISINS,SEEDED",16.57,296,2.52,0.54,1.89,78.47,6.8,,28,2.59,30,75,825,28,0.18,0.302,0.267,0.6,5.4,0.112,0.182,1.114,0.045,0.188,3,0,3,3,,0.0,0,0,0,,,,,,,0,0,,0.178,0.022,0.159,0,165,"1 cup,  packed",145,"1 cup,  (not packed)",0
9302,"RASPBERRIES,RAW",85.75,52,1.2,0.65,0.46,11.94,6.5,4.42,25,0.69,22,29,151,1,0.42,0.09,0.67,0.2,26.2,0.032,0.038,0.598,0.329,0.055,21,0,21,21,12.3,0.0,33,2,0,16,12,0,0,136,0.87,0,0,7.8,0.019,0.064,0.375,0,123,1 cup,312,"1 pint,  as purchased, yields",4
9307,"RHUBARB,RAW",93.61,21,0.9,0.2,0.76,4.54,1.8,1.1,86,0.22,12,14,288,4,0.1,0.021,0.196,1.1,8,0.02,0.03,0.3,0.085,0.024,7,0,7,7,6.1,0.0,102,5,0,0,61,0,0,170,0.27,0,0,29.3,0.053,0.039,0.099,0,122,"1 cup, diced",51,1 stalk,25
9316,"STRAWBERRIES,RAW",90.95,32,0.67,0.3,0.4,7.68,2,4.89,16,0.41,13,24,153,1,0.14,0.048,0.386,0.4,58.8,0.024,0.022,0.386,0.125,0.047,24,0,24,24,5.7,0.0,12,1,0,0,7,0,0,26,0.29,0,0,2.2,0.015,0.043,0.155,0,152,"1 cup,  halves",232,"1 cup, pureed",6
9326,"WATERMELON,RAW",91.45,30,0.61,0.15,0.25,7.55,0.4,6.2,7,0.24,10,11,112,1,0.1,0.042,0.038,0.4,8.1,0.033,0.021,0.178,0.221,0.045,3,0,3,3,4.1,0.0,569,28,0,0,303,78,4532,8,0.05,0,0,0.1,0.016,0.037,0.05,0,154,"1 cup, balls",152,"1 cup, diced",48
9340,"PEARS,ASIAN,RAW",88.25,42,0.5,0.23,0.37,10.65,3.6,7.05,4,0,8,11,121,0,0.02,0.05,0.06,0.1,3.8,0.009,0.01,0.219,0.07,0.022,8,0,8,8,5.1,0.0,0,0,0,0,0,0,0,50,0.12,0,0,4.5,0.012,0.049,0.055,0,122,"1 fruit,  2-1/4"" high x 2-1/2"" dia",275,"1 fruit,  3-3/8"" high x 3"" diameter",9
9413,"PEARS,RAW,RED ANJOU",84.24,62,0.33,0.14,0.35,14.94,3,9.54,11,0.19,7,13,123,1,0.13,0.07,0.056,0.1,5.2,0.012,0.028,0.162,0.053,0.039,7,,7,,5.1,,24,1,,0,14,1,0,53,0.12,,,4.9,,,,,126,1 small,157,1 medium,11
9414,"PEARS,RAW,BOSC",83.18,67,0.36,0.09,0.28,16.1,3.1,10.23,10,0.15,7,14,122,1,0.13,0.104,0.047,0,2.8,0.012,0.023,0.152,0.057,0.021,7,,7,,5.1,,19,1,,0,11,0,0,11,0.12,,,5.2,,,,,140,"1 cup, sliced",159,1 small,10
9415,"PEARS,RAW,GRN ANJOU",83.31,66,0.44,0.1,0.37,15.79,3.1,9.73,11,0.24,7,13,127,1,0.1,0.077,0.048,0,4.4,0.01,0.022,0.151,0.043,0.026,9,,9,,5.1,,25,1,,0,14,1,0,46,0.12,,,4.3,,,,,140,"1 cup, sliced",172,1 small,10
9421,"DATES,MEDJOOL",21.32,277,1.81,0.15,1.74,74.97,6.7,66.47,64,0.9,54,62,696,1,0.44,0.362,0.296,,0,0.05,0.06,1.61,0.805,0.249,15,0,15,15,9.9,,149,7,,0,89,0,0,23,,0,0,2.7,,,,,24,"1 date, pitted",,,8
9423,PRUNE PUREE,30.0,257,2.1,0.2,2.6,65.1,3.3,39,31,2.8,,72,852,23,,,,,4.3,0.04,,2.5,0.43,,,,,,,,2000,100,0,,,,,,,,,,0.016,,,0,36,2 tbsp,,,0
9429,"PINEAPPLE,RAW,TRADITIONAL VAR",87.24,45,0.55,0.13,0.27,11.82,,8.29,13,0.25,12,9,125,1,0.08,0.081,1.593,0,16.9,0.078,0.029,0.47,0.193,0.106,11,,11,,5.6,,52,3,,0,31,0,0,0,,0,0,0.7,,,,,165,"1 cup, chunks",175,"1 slice,  (4-2/3"" dia x 3/4"" thick)",42
9430,"PINEAPPLE,RAW,EX SWT VAR",85.66,51,0.53,0.11,0.2,13.5,1.4,10.32,13,0.28,12,8,108,1,0.12,0.113,0.818,0.1,56.4,0.08,0.033,0.507,0.217,0.114,19,0,19,19,5.4,,57,3,,0,34,0,0,0,0.02,0,0,0.7,,,,,165,"1 cup, chunks",166,"1 slice,  (4-2/3"" dia x 3/4"" thick)",49
9433,"CLEMENTINES,RAW",86.58,47,0.85,0.15,0.4,12.02,1.7,9.18,30,0.14,10,21,177,1,0.06,0.043,0.023,0.1,48.8,0.086,0.03,0.636,0.151,0.075,24,0,24,24,14,,,,,,,,,,0.2,0,0,0,,,,,74,1 fruit,,,23
9500,"APPLES,RAW,RED DELICIOUS,W/ SKN",85.33,59,0.27,0.2,0.14,14.06,2.3,10.48,6,0.11,5,12,104,1,0.04,0.027,0.034,0,,0.015,0.025,0.075,0.051,0.034,3,,3,,3.4,,55,3,,0,27,12,0,31,0.24,,,2.6,,,,,109,"1 cup, sliced",260,1 large,11
9501,"APPLES,RAW,GOLDEN DELICIOUS,W/ SKN",85.81,57,0.28,0.15,0.16,13.6,2.4,10.04,6,0.13,5,10,100,2,0.04,0.03,0.035,0,,0.018,0.026,0.094,0.074,0.051,3,,3,,5.1,,51,3,,0,25,12,0,28,0.18,,,1.8,,,,,109,"1 cup, sliced",215,1 large,10
9502,"APPLES,RAW,GRANNY SMITH,W/ SKN",85.46,58,0.44,0.19,0.29,13.61,2.8,9.59,5,0.15,5,12,120,1,0.04,0.031,0.044,0.1,,0.019,0.025,0.126,0.056,0.037,3,,3,,3.4,,100,5,,0,59,2,0,64,0.18,,,3.2,,,,,109,"1 cup, sliced",206,1 large,11
9503,"APPLES,RAW,GALA,W/ SKN",85.76,57,0.25,0.12,0.2,13.68,2.3,10.37,7,0.12,5,11,108,1,0.05,0.021,0.037,0,,0.017,0.029,0.075,0.055,0.049,3,,3,,3.4,,28,1,,0,11,11,0,11,0.18,,,1.3,,,,,109,"1 cup, sliced",200,1 large,9
9504,"APPLES,RAW,FUJI,W/ SKN",84.16,63,0.2,0.18,0.24,15.22,2.1,11.68,7,0.1,5,13,109,1,0.04,0.025,0.031,0,,0.013,0.026,0.07,0.051,0.045,3,,3,,3.4,,38,2,,0,17,11,0,11,0.18,,,1,,,,,109,"1 cup, sliced",236,1 large,11
